class,solver,' MinNonzerosPerRow',' NonZeroPatternSymmetryV1',' lowerBandwidth',' InfinityNorm',' ColumnVariance',' DiagonalMean','DiagonalNonZeros ',' DiagonalAverage'
good,75830644,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,95762353,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,85483012,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,47942864,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,47942865,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,47942866,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,8520536,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,82456576,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,95762354,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,90783920,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,99720138,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,30870723,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,30870722,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,13323659,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,45869640,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,36564233,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,68908713,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,36564232,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,75830645,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,36564234,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,81986705,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,37052870,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,37052871,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,80361466,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,80361467,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,80361464,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,80361465,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,49834420,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,1216556,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,36564235,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,75830647,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,75830646,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,18524981,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,37052869,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,37052868,1,0,864,7.641378,1.000163,0.264865,1136,0.264865
good,89565283,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,91036839,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,45869639,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,45869638,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,45869637,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,47942867,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,89269802,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,89269803,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,89269801,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,89269804,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,30870721,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,53302993,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,30870720,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,64278029,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,44526267,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,17734818,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,95762352,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,49834417,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,49834419,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,49834418,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,11256942,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,11256943,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,11256941,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,42851841,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,11256944,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,31459546,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,17887723,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,91845162,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,53362206,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,95762355,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,12321508,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,75830644,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,95762353,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,85483012,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,47942864,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,47942865,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,47942866,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,8520536,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,82456576,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,95762354,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,90783920,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,99720138,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,30870723,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,30870722,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,13323659,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,45869640,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,36564233,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,68908713,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,36564232,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,75830645,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,36564234,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,81986705,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,37052870,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,37052871,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,80361466,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,80361467,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,80361464,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,80361465,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,49834420,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,1216556,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,36564235,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,75830647,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,75830646,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,18524981,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,37052869,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,37052868,1,0,3594,30.999998,1.000244,-0.006691,90,0.008975
good,89565283,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,91036839,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,45869639,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,45869638,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,45869637,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,47942867,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,89269802,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,89269803,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,89269801,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,89269804,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,30870721,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,53302993,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,30870720,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,64278029,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,44526267,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,17734818,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,95762352,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,49834417,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,49834419,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,49834418,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,11256942,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,11256943,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,11256941,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,42851841,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,11256944,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,31459546,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,17887723,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,91845162,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,53362206,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,95762355,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,12321508,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,75830644,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,95762353,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,85483012,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,47942864,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,47942865,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,47942866,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,8520536,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,82456576,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,95762354,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,90783920,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,99720138,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,30870723,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,30870722,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,13323659,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,45869640,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,36564233,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,68908713,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,36564232,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,75830645,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,36564234,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,81986705,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,37052870,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,37052871,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,80361466,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,80361467,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,80361464,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,80361465,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,49834420,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,1216556,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,36564235,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,75830647,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,75830646,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,18524981,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,37052869,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,37052868,1,0,864,5.727291,1.000163,0.25781,1136,0.25781
good,89565283,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,91036839,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,45869639,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,45869638,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,45869637,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,47942867,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,89269802,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,89269803,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,89269801,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,89269804,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,30870721,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,53302993,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,30870720,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,64278029,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,44526267,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,17734818,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,95762352,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,49834417,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,49834419,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,49834418,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,11256942,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,11256943,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,11256941,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,42851841,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,11256944,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,31459546,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,17887723,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,91845162,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,53362206,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,95762355,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,12321508,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,75830644,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,95762353,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,85483012,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,47942864,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,47942865,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,47942866,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,8520536,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,82456576,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,95762354,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,90783920,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,99720138,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,30870723,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,30870722,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,13323659,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,45869640,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,36564233,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,68908713,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,36564232,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,75830645,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,36564234,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,81986705,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,37052870,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,37052871,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,80361466,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,80361467,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,80361464,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,80361465,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,49834420,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,1216556,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,36564235,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,75830647,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,75830646,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,18524981,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,37052869,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
good,37052868,1,0,864,18.283588,1.000163,0.334231,1136,0.334231
bad,89565283,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,91036839,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,45869639,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,45869638,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,45869637,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,47942867,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,89269802,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,89269803,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,89269801,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,89269804,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,30870721,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,53302993,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,30870720,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,64278029,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,44526267,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,17734818,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,95762352,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,49834417,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,49834419,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,49834418,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,11256942,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,11256943,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,11256941,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,42851841,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,11256944,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,31459546,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,17887723,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,91845162,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,53362206,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,95762355,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,12321508,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
good,75830644,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,95762353,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,85483012,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,47942864,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,47942865,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,47942866,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,8520536,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,82456576,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,95762354,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,90783920,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,99720138,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,30870723,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,30870722,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,13323659,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,45869640,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,36564233,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,68908713,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,36564232,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,75830645,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,36564234,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,81986705,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,37052870,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,37052871,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,80361466,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,80361467,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,80361464,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,80361465,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,49834420,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,1216556,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,36564235,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,75830647,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,75830646,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
good,18524981,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,37052869,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
bad,37052868,2,1,428,40015.42248,9986.148979,452.934549,494,452.934549
good,89565283,0,1,390,541.103999,1,0.149531,5199,0.149531
good,91036839,0,1,390,541.103999,1,0.149531,5199,0.149531
good,45869639,0,1,390,541.103999,1,0.149531,5199,0.149531
good,45869638,0,1,390,541.103999,1,0.149531,5199,0.149531
good,45869637,0,1,390,541.103999,1,0.149531,5199,0.149531
good,47942867,0,1,390,541.103999,1,0.149531,5199,0.149531
good,89269802,0,1,390,541.103999,1,0.149531,5199,0.149531
good,89269803,0,1,390,541.103999,1,0.149531,5199,0.149531
good,89269801,0,1,390,541.103999,1,0.149531,5199,0.149531
good,89269804,0,1,390,541.103999,1,0.149531,5199,0.149531
good,30870721,0,1,390,541.103999,1,0.149531,5199,0.149531
good,53302993,0,1,390,541.103999,1,0.149531,5199,0.149531
good,30870720,0,1,390,541.103999,1,0.149531,5199,0.149531
good,64278029,0,1,390,541.103999,1,0.149531,5199,0.149531
good,44526267,0,1,390,541.103999,1,0.149531,5199,0.149531
good,17734818,0,1,390,541.103999,1,0.149531,5199,0.149531
good,95762352,0,1,390,541.103999,1,0.149531,5199,0.149531
good,49834417,0,1,390,541.103999,1,0.149531,5199,0.149531
good,49834419,0,1,390,541.103999,1,0.149531,5199,0.149531
good,49834418,0,1,390,541.103999,1,0.149531,5199,0.149531
good,11256942,0,1,390,541.103999,1,0.149531,5199,0.149531
good,11256943,0,1,390,541.103999,1,0.149531,5199,0.149531
good,11256941,0,1,390,541.103999,1,0.149531,5199,0.149531
good,42851841,0,1,390,541.103999,1,0.149531,5199,0.149531
good,11256944,0,1,390,541.103999,1,0.149531,5199,0.149531
good,31459546,0,1,390,541.103999,1,0.149531,5199,0.149531
good,17887723,0,1,390,541.103999,1,0.149531,5199,0.149531
good,91845162,0,1,390,541.103999,1,0.149531,5199,0.149531
good,53362206,0,1,390,541.103999,1,0.149531,5199,0.149531
good,95762355,0,1,390,541.103999,1,0.149531,5199,0.149531
good,12321508,0,1,390,541.103999,1,0.149531,5199,0.149531
good,75830644,0,1,390,541.103999,1,0.149531,5199,0.149531
good,95762353,0,1,390,541.103999,1,0.149531,5199,0.149531
good,85483012,0,1,390,541.103999,1,0.149531,5199,0.149531
good,47942864,0,1,390,541.103999,1,0.149531,5199,0.149531
good,47942865,0,1,390,541.103999,1,0.149531,5199,0.149531
good,47942866,0,1,390,541.103999,1,0.149531,5199,0.149531
good,8520536,0,1,390,541.103999,1,0.149531,5199,0.149531
good,82456576,0,1,390,541.103999,1,0.149531,5199,0.149531
good,95762354,0,1,390,541.103999,1,0.149531,5199,0.149531
good,90783920,0,1,390,541.103999,1,0.149531,5199,0.149531
good,99720138,0,1,390,541.103999,1,0.149531,5199,0.149531
good,30870723,0,1,390,541.103999,1,0.149531,5199,0.149531
good,30870722,0,1,390,541.103999,1,0.149531,5199,0.149531
good,13323659,0,1,390,541.103999,1,0.149531,5199,0.149531
good,45869640,0,1,390,541.103999,1,0.149531,5199,0.149531
good,36564233,0,1,390,541.103999,1,0.149531,5199,0.149531
good,68908713,0,1,390,541.103999,1,0.149531,5199,0.149531
good,36564232,0,1,390,541.103999,1,0.149531,5199,0.149531
good,75830645,0,1,390,541.103999,1,0.149531,5199,0.149531
good,36564234,0,1,390,541.103999,1,0.149531,5199,0.149531
good,81986705,0,1,390,541.103999,1,0.149531,5199,0.149531
good,37052870,0,1,390,541.103999,1,0.149531,5199,0.149531
good,37052871,0,1,390,541.103999,1,0.149531,5199,0.149531
good,80361466,0,1,390,541.103999,1,0.149531,5199,0.149531
good,80361467,0,1,390,541.103999,1,0.149531,5199,0.149531
good,80361464,0,1,390,541.103999,1,0.149531,5199,0.149531
good,80361465,0,1,390,541.103999,1,0.149531,5199,0.149531
good,49834420,0,1,390,541.103999,1,0.149531,5199,0.149531
good,1216556,0,1,390,541.103999,1,0.149531,5199,0.149531
good,36564235,0,1,390,541.103999,1,0.149531,5199,0.149531
good,75830647,0,1,390,541.103999,1,0.149531,5199,0.149531
good,75830646,0,1,390,541.103999,1,0.149531,5199,0.149531
good,18524981,0,1,390,541.103999,1,0.149531,5199,0.149531
good,37052869,0,1,390,541.103999,1,0.149531,5199,0.149531
good,37052868,0,1,390,541.103999,1,0.149531,5199,0.149531
bad,89565283,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,91036839,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,45869639,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,45869638,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,45869637,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,47942867,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,89269802,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,89269803,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,89269801,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,89269804,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,30870721,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,53302993,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,30870720,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,64278029,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,44526267,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,17734818,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,95762352,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,49834417,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,49834419,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,49834418,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,11256942,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,11256943,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,11256941,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,42851841,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,11256944,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,31459546,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,17887723,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,91845162,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,53362206,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,95762355,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,12321508,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,75830644,4,1,44,43.306,1.04245,-12.471,968,12.471
bad,95762353,4,1,44,43.306,1.04245,-12.471,968,12.471
good,85483012,4,1,44,43.306,1.04245,-12.471,968,12.471
