Matrix name, Dimension, nnz, MaxNonzerosPerRow, MinNonzerosPerRow, AvgNonzerosPerRow, AbsoluteNonZeroSum, symmetricity, AvgDiagDist, NonZeroPatternSymmetryV1, Trace, AbsoluteTrace, OneNorm, InfinityNorm, FrobeniusNorm, SymmetricInfinityNorm, SymmetricFrobeniusNorm, AntiSymmetricInfinityNorm, AntiSymmetricFrobeniusNorm, DiagonalAverage, RowDiagonalDominance, ColDiagonalDominance, RowVariance, ColumnVariance, lowerBandwidth, upperBandwidth, DiagonalMean, DiagonalSign," DiagonalNonZeros 
",Filename, Dimension, True largest Eigen Value, Eigen Value from Power method, Absolute Error, Relative Error for largest Eigen Value, True smallest Eigen Value, Smallest eigen value from double power method, Relative error for smallest Eigen value, Condn No. from lamda_max/lamda_min, True Condn no. (condest(A 2)), condest(A 1), cond(A 2), cond(A 1), Relative error for condition no.," Symmetric? 
"
can_445.mat,445,3809,13,4,8.559551,3809,1,32,1,445,445,13,13,61.717096,13,61.717096,0,0,1,1,1,1.000045,1.01986,403,403,1,-1,"445
",can_445.mat,445,8.950941,9.197884,0.246943,0.027588,8.307503,-1.677559,0.798067,5.482899,5.49E+18,1.35E+21,2.78E+18,8.28E+18,1.00E+00,"1
"
can_61.mat,61,557,25,5,9.131148,557,1,15.666667,1,61,61,25,25,23.600847,25,23.600847,0,0,1,1,1,1.001254,1.090164,50,50,1,-1,"61
",can_61.mat,61,10.946709,10.823,0.123709,0.011301,6.154837,-1.670098,0.728653,6.480458, Inf, Inf, Inf, Inf, NaN,"1
"
can_62.mat,62,218,7,2,3.516129,218,1,1,1,62,62,7,7,14.764823,7,14.764823,0,0,1,1,1,1.000512,1.031729,48,48,1,-1,"62
",can_62.mat,62,4.15908,4.487106,0.328026,0.07887,3.233435,-1.370702,0.576085,3.273582,1768.307692,1768.307692,1768.307692,1768.307692,9.98E-01,"1
"
can_634.mat,634,7228,28,2,11.400631,7228,1,73,1,634,634,28,28,85.017645,28,85.017645,0,0,1,1,1,1.000005,1.014016,539,539,1,-1,"634
",can_634.mat,634,13.862184,14.291375,0.429191,0.030961,12.118241,-3.768966,0.688984,3.791855, Inf, Inf, Inf, Inf, NaN,"1
"
can_715.mat,715,6665,105,2,9.321678,6665,1,100.866667,1,715,715,105,105,81.639451,105,81.639451,0,0,1,1,1,1.000017,1.020568,611,611,1,-1,"715
",can_715.mat,715,15.310151,14.031237,1.278914,0.083534,9.324834,-6.997906,0.249541,2.005062, Inf, Inf, Inf, Inf, NaN,"1
"
can_73.mat,73,377,9,3,5.164384,377,1,16.333333,1,73,73,9,9,19.416488,9,19.416488,0,0,1,1,1,1.001501,1.076484,39,39,1,-1,"73
",can_73.mat,73,6.327656,6.666307,0.338651,0.053519,4.087054,-1.498605,0.633329,4.44834,134.18337,45.339623,134.18337,138.08647,9.67E-01,"1
"
can_838.mat,838,10010,32,6,11.945107,10010,1,339,1,838,838,32,32,100.049988,32,100.049988,0,0,1,1,1,1.000013,1.021043,837,837,1,-1,"838
",can_838.mat,838,15.759438,16.260826,0.501387,0.031815,13.951518,-1.975895,0.858374,8.229601,34501.95585,34501.95585,34501.95585,34501.95585,1.00E+00,"1
"
can_96.mat,96,768,9,6,8,768,1,13.333333,1,96,96,9,9,27.712813,9,27.712813,0,0,1,1,1,1.000617,1.059211,31,31,1,-1,"96
",can_96.mat,96,8.405813,8.384357,0.021456,0.002552,6.740939,-1.664849,0.753024,5.036106,315,315,315,315,9.84E-01,"1
"
cavity01.mat,317,7280,62,7,22.9653,2784.911111,0,10.583333,0,1096.466667,1096.466667,19.022222,19.022222,93.180179,18.844444,92.515997,3.244444,11.105671,3.458885,0,0,1,1.004959,102,102,3.458885,-1,"243
",cavity01.mat,317,12.743382,-12.281257,0.462125,0.036264,12.589768,9.526516,0.243313,1.289166,69051.08255,69051.08255,69051.08255,69051.08255,1.00E+00,"0
"
cavity03.mat,317,7311,62,7,23.063091,7398.317465,0,10.583333,0,1096.466667,1105.968223,87.254747,80.740035,210.676587,51.798508,112.340223,68.485845,178.225415,3.488859,0,0,1,1.004879,102,102,3.458885,-1,"243
",cavity03.mat,317,10.099568,-50.711081,14.089783,0.384743,34.043145,21.594007,0.365687,2.348387,3304771.902,3304771.902,3304771.902,3304771.902,1.00E+00,"0
"
cavity04.mat,317,5923,62,1,18.684543,11496.71264,0,0,1,1096.466667,1179.7177,116.669235,125.160936,351.331475,55.128353,139.580129,102.844696,322.414628,3.721507,0,0,1,1.003155,102,102,3.458885,-1,"243
",cavity04.mat,317,11.360902,67.514742,6.472585,0.106035,57.694687,-15.11568,0.738006,4.466537,14093806.79,14093806.79,14093806.79,14093806.79,1.00E+00,"0
"
cavity05.mat,1182,32632,62,6,27.607445,11868.73333,0,10.583333,0,4584.466667,4584.466667,18.933333,18.933333,192.279973,18.844444,191.633768,3.155556,15.750781,3.878567,0,0,1,1.001326,177,177,3.878567,-1,"883
",cavity05.mat,1182,13.001434,12.028739,0.972696,0.074814,12.950116,0.225477,0.982589,53.348054,918294.4634,918294.4634,918294.4634,918294.4634,1.00E+00,"0
"
cavity07.mat,1182,32702,62,6,27.666667,16503.5037,0,10.583333,0,4584.466667,4584.466667,46.900386,45.986046,239.762464,32.641078,194.979491,31.447287,139.531493,3.878567,0,0,1,1.001326,177,177,3.878567,-1,"883
",cavity07.mat,1182,7.318361,-19.946163,1.278541,0.06849,18.25084,10.413124,0.429444,1.915483,4955800.364,4955800.364,4955800.364,4955800.364,1.00E+00,"0
"
cavity08.mat,1182,29675,62,1,25.105753,20534.4042,0,0,1,4584.466667,4586.751221,56.334063,63.019672,300.42275,32.45784,197.746044,45.450786,226.164388,3.8805,0,0,1,1.000846,177,177,3.878567,-1,"883
",cavity08.mat,1182,8.667502,-19.523183,9.022846,0.316081,26.945834,14.17718,0.473864,1.377085,12650144.99,12650144.99,12650144.99,12650144.99,1.00E+00,"0
"
cavity09.mat,1182,32702,62,6,27.666667,27553.61226,0,10.583333,0,4584.466667,4592.978145,85.139347,79.487463,385.42178,51.210593,206.634436,66.524605,325.349287,3.885768,0,0,1,1.001326,177,177,3.878567,-1,"883
",cavity09.mat,1182,8.92728,-43.267149,4.219749,0.108067,35.749156,29.235205,0.182213,1.479967,36377832.9,36377832.9,36377832.9,36377832.9,1.00E+00,"0
"
cavity12.mat,2597,76258,62,8,29.363881,32038.22191,0,10.583333,0,10472.46667,10472.46667,37.073839,34.104658,321.140508,26.255704,292.010449,22.897157,133.645514,4.032525,0,0,1,1.000603,252,252,4.032525,-1,"1923
",cavity12.mat,2597,8.5223,12.291656,3.092226,0.201004,14.290854,0.409158,0.971369,30.04134,11716047.24,11716047.24,11716047.24,11716047.24,1.00E+00,"0
"
cavity13.mat,2597,71601,62,1,27.570658,36064.21826,0,0,1,10472.46667,10472.46667,39.696791,45.956096,358.916071,25.799137,292.623027,29.689404,207.828078,4.032525,0,0,1,1.000385,252,252,4.032525,-1,"1923
",cavity13.mat,2597,8.410415,20.52918,0.11939,0.005782,19.135001,-2.333011,0.878076,8.799434,19563628.09,19563628.09,19563628.09,19563628.09,1.00E+00,"0
"
cavity14.mat,2597,76258,62,8,29.363881,43996.37598,0,10.583333,0,10472.46667,10472.73387,58.656485,57.47689,415.216572,38.955477,296.348318,43.394698,290.830666,4.032628,0,0,1,1.000603,252,252,4.032525,-1,"1923
",cavity14.mat,2597,8.247827,24.884902,1.141916,0.043875,25.70082,-2.068729,0.919507,12.029077,46829811.62,46829811.62,46829811.62,46829811.62,1.00E+00,"0
"
cavity15.mat,2597,71601,62,1,27.570658,49936.09595,0,0,1,10472.46667,10477.03685,62.81284,68.717188,479.277143,34.710597,297.70873,51.492341,375.600974,4.034284,0,0,1,1.000385,252,252,4.032525,-1,"1923
",cavity15.mat,2597,8.441076,29.08011,3.491411,0.107192,31.401236,-3.4062,0.891527,8.537404,77114165.12,77114165.12,77114165.12,77114165.12,1.00E+00,"0
"
cavity23.mat,4562,131735,62,1,28.876589,61247.51979,0,0,1,18760.46667,18760.46667,36.813518,41.513442,459.160815,24.091535,390.973144,27.208451,240.766804,4.112334,0,0,1,1.000219,327,327,4.112334,-1,"3363
",cavity23.mat,4562,8.473707,19.12358,0.735971,0.037059,18.829426,-1.088605,0.942186,17.56705,47170935.9,47170935.9,47170935.9,47170935.9,1.00E+00,"0
"
cavity24.mat,4562,138040,62,7,30.258658,66637.14126,0,10.583333,0,18760.46667,18760.46667,46.797708,45.927115,482.51518,32.632393,392.667804,33.865596,280.415576,4.112334,0,0,1,1.000343,327,327,4.112334,-1,"3363
",cavity24.mat,4562,8.458928,14.437848,7.591397,0.344605,20.821098,31.424998,0.509286,0.459438,71265348.29,71265348.29,71265348.29,71265348.29,1.00E+00,"0
"
cavity25.mat,4562,131735,62,1,28.876589,68917.4952,0,0,1,18760.46667,18760.46667,44.550765,50.298586,504.746253,27.490818,392.236765,34.118126,317.677666,4.112334,0,0,1,1.000219,327,327,4.112334,-1,"3363
",cavity25.mat,4562,8.44418,25.700047,1.510518,0.062445,22.802605,-5.150669,0.774119,4.989653,80305047.27,80305047.27,80305047.27,80305047.27,1.00E+00,"0
"
cavity26.mat,4562,138040,62,7,30.258658,74980.12492,0,10.583333,0,18760.46667,18760.46667,55.536438,54.63017,533.164621,37.389633,394.413645,41.165371,358.751153,4.112334,0,0,1,1.000343,327,327,4.112334,-1,"3363
",cavity26.mat,4562,8.428486,22.232887,4.107724,0.155946,24.778971,-5.646119,0.772141,3.937729,119097671.5,119097671.5,119097671.5,119097671.5,1.00E+00,"0
"
cdde1.mat,961,4681,5,3,4.870968,7535.845703,0,10.666667,1,3815.845703,3815.845703,7.970703,7.970703,137.406959,7.970703,137.373907,0.1875,3.013641,3.970703,0,0,1.000019,1.018703,31,31,3.970703,-1,"961
",cdde1.mat,961,7.946579,-7.136751,0.809827,0.101909,7.870127,6.032134,0.23354,1.183122,4076.300695,4075.878273,4076.300695,4076.300695,1.00E+00,"0
"
cdde3.mat,961,4681,5,3,4.870968,7488.921875,0,10.666667,1,3768.921875,3768.921875,7.921875,7.921875,136.052646,7.921875,136.019265,0.1875,3.013641,3.921875,0,0,1.000019,1.018302,31,31,3.921875,-1,"961
",cdde3.mat,961,7.897751,7.01696,0.880791,0.111524,7.821299,0.28277,0.963846,24.815074,10134.89366,10134.89366,10134.89366,10134.89366,9.98E-01,"0
"
cdde5.mat,961,4681,5,3,4.870968,7329.380859,0,10.666667,1,3609.380859,3609.380859,7.755859,7.755859,131.473986,7.755859,131.439442,0.1875,3.013641,3.755859,0,0,1.000017,1.016975,31,31,3.755859,-1,"961
",cdde5.mat,961,7.731735,7.030882,0.700853,0.090646,7.655284,0.254436,0.966763,27.633226,53237.93777,53237.93777,53237.93777,53237.93777,9.99E-01,"0
"
cegb2802.mat,2802,277362,153,0,98.987152,277362,1,88,1,2694,2694,153,153,526.651688,153,526.651688,0,0,0.961456,1,1,1.000005,1.033099,251,251,0.961456,-1,"2694
",cegb2802.mat,2802,116.724476,118.196977,1.472501,0.012615,102.792391,0,1, Inf, Inf, Inf, Inf, Inf, NaN,"1
"
cegb2919.mat,2919,321543,267,0,110.15519,321543,1,120.052632,1,2859,2859,267,267,567.047617,267,567.047617,0,0,0.979445,1,1,1.000007,1.037542,1898,1898,0.979445,-1,"2859
",cegb2919.mat,2919,136.838549,144.511998,7.673449,0.056077,107.568437,-17.954438,0.833088,8.048818, Inf, Inf, Inf, Inf, NaN,"1
"
cegb3024.mat,3024,79848,68,0,26.404762,79848,1,20.192308,1,2996,2996,68,68,282.573884,68,282.573884,0,0,0.990741,1,1,1.000002,1.008527,285,285,0.990741,-1,"2996
",cegb3024.mat,3024,31.675702,31.485977,0.189724,0.00599,29.99688,65.255629,1.175414,0.482502, Inf, Inf, Inf, Inf, NaN,"1
"
cegb3306.mat,3306,74916,54,0,22.660617,74916,1,8.5,1,3222,3222,54,54,273.707873,54,273.707873,0,0,0.974592,1,1,1.000002,1.005417,467,467,0.974592,-1,"3222
",cegb3306.mat,3306,36.040322,37.994916,1.954594,0.054234,30.338609,0,1, Inf, Inf, Inf, Inf, Inf, NaN,"1
"
cell1.mat,7055,30082,5,2,4.263926,1784025.514,0,1.6,0,892013.7558,892013.7558,416.001999,416.001999,13209.72142,415.001999,12641.85129,176.000999,3831.492644,126.437102,0,0,1.000585,1.287757,85,85,126.437102,-1,"7055
",cell1.mat,7055,361.917299,351.543533,10.373766,0.028663,352.453358,3.782322,0.989269,92.94385,1.65E+12,1.65E+12,1.65E+12,1.65E+12,1.00E+00,"0
"
cell2.mat,7055,30082,5,2,4.263926,1784011.6,0,1.6,0,892006.8,892006.8,416,416,13209.63302,415,12641.75944,176,3831.490932,126.436116,0,0,1.000585,1.287745,85,85,126.436116,-1,"7055
",cell2.mat,7055,361.914506,380.377693,18.463187,0.051015,352.450618,2.480288,0.992963,153.36029,6.34E+17,6.34E+17,6.34E+17,6.34E+17,1.00E+00,"0
"
circuit_1.mat,2624,35823,2571,1,13.652058,74.375869,0,1601.5,0,0.636736,0.636736,5.214336,3.009145,8.558425,3.214178,8.102196,2.018291,2.757002,0.000243,0,0,1,1.000381,2612,2612,0.000243,-1,"2590
",circuit_1.mat,2624,1.094838,1.135142,0.040303,0.036812,1.000168,-0.940192,0.059965,1.207351,326836.0637,326836.0637,326836.0637,326836.0637,1.00E+00,"0
"
circuit_2.mat,4510,21199,1274,1,4.700443,6521.712188,0,1095,0,3244.813388,3244.813388,696.036933,8.323142,80.586661,350.036933,69.85134,346.012531,40.187064,0.719471,0,0,1,1.000444,1278,4499,0.719471,-1,"4501
",circuit_2.mat,4510,3.205979,2.493024,0.712955,0.222383,1.03677,-1.861745,0.795717,1.339079,7118110.986,7118110.986,7118110.986,7118110.986,1.00E+00,"0
"
circuit_3.mat,12127,48137,2305,1,3.969407,11082.07788,0,0.5,0,4921.188644,5283.188644,3392.567851,12.566031,101.86353,1702.566655,89.923464,1690.029328,47.853414,0.435655,0,0,1,1.000084,12077,12077,0.405804,-1,"11917
",circuit_3.mat,12127,5.979464,5.979152,0.000311,0.000052,2.209154,-1.295358,0.41364,4.615829,35120064384,35120064384,35120064384,35120064384,1.00E+00,"0
"
ck104.mat,104,992,10,6,9.538462,145.579341,0,19.833333,1,69.115893,69.115893,8.459492,6.325838,11.067764,7.276228,10.847429,1.185615,2.197429,0.664576,0,0,1.000013,1.002689,55,55,0.664576,-1,"104
",ck104.mat,104,5.502378,5.498146,0.004232,0.000769,1.419043,0.461434,0.674827,11.91535,24438.00467,24438.00467,24438.00467,24438.00467,1.00E+00,"0
"
coater1.mat,1348,19457,55,1,14.433976,23020.41273,0,66.666667,0,257,257,104.782222,91.164867,384.188852,75.146667,344.989814,43.857778,169.06538,0.190653,0,0,1.000062,1.000742,435,433,0.190653,-1,"257
",coater1.mat,1348,35.542366,29.512751,6.029616,0.169646,34.1653,-10.850443,0.682413,2.719958, Inf, Inf, Inf, Inf, NaN,"0
"
commanche_dual.mat,7920,31680,4,4,4,31680,1,5362.5,1,7920,7920,4,4,177.988764,4,177.988764,0,0,1,1,1,1,1.000505,7493,7493,1,-1,"7920
",commanche_dual.mat,7920,4,3.827511,0.172489,0.043122,3.998368,-1.41142,0.647001,2.711817,41476.30967,41476.30967,50102.78038,31003.04165,1.00E+00,"1
"
comsol.mat,1500,97645,180,26,65.096667,1500,0,678.5,0,341.288551,341.288551,1.584655,1,11.023796,1.292327,10.91165,0.292327,1.568425,0.227526,0,0,1,1.000032,1493,1493,0.227526,-1,"1500
",comsol.mat,1500,0.614861,0.553954,0.060907,0.099057,0.580109,0.007758,0.986626,71.402718,8443658.166,8443658.166,8443658.166,8443658.166,1.00E+00,"0
"
coupled.mat,11341,97193,2425,1,8.570056,25373.45236,0,10016,1,12880.08659,12880.08659,538.430696,463.674348,345.565252,432.625552,345.441838,107.667978,9.234708,1.13571,0,0,1,1.000088,11311,11311,1.13571,-1,"11317
",coupled.mat,11341,201.37681,201.37681,0.000001,0,29.933558,-0.728261,0.975671,276.517193,1477663.712,1477663.712,1477663.712,1477663.712,1.00E+00,"0
"
crystm01.mat,4875,105339,27,8,21.608,0,1,118.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,237,237,0,-1,"4875
",crystm01.mat,4875,0,0,0,0.006402,0,0,0.984867,70.095031,421.1714,421.1714,421.1714,421.1714,8.34E-01,"1
"
crystm02.mat,13965,322905,27,8,23.122449,0,1,229.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,459,459,0,-1,"13965
",crystm02.mat,13965,0,0,0,0.007801,0,0,0.984633,67.80051,448.911652,448.911652,448.911652,448.911652,8.49E-01,"1
"
curtis54.mat,54,291,12,3,5.388889,291,0,1,0,54,54,16,12,17.058722,14,16.896745,2,2.345208,1,0,0,1.001585,1.053459,44,44,1,-1,"54
",curtis54.mat,54,6.6215,6.675634,0.054134,0.008175,3.98258,-1.224536,0.692527,5.451561, Inf, Inf, Inf, Inf, NaN,"0
"
d_dyn.mat,87,230,8,1,2.643678,272.550581,0,43.25,0,0.207484,0.207484,79.723968,167.828031,124.560413,83.915597,88.077594,83.915597,88.077431,0.002385,0,0,1,1,77,86,0.002385,-1,"4
",d_dyn.mat,87,0.197995,0.070087,0.127908,0.646016,0.131056,-0.100762,0.231151,0.695567,23600457.77,23600457.77,23600457.77,23600457.77,1.00E+00,"0
"
d_dyn1.mat,87,232,8,1,2.666667,163658.2502,0,43.25,0,-65.6118,65.6118,25210.9312,53071.8912,48484.33894,26536.4456,34283.62587,26536.4456,34283.58383,0.754159,0,0,1.000267,1.022721,77,86,-0.754159,-1,"4
",d_dyn1.mat,87,-99.234712,6.183211,103.48326,0.943618,107.191876,-12.405603,0.884267,0.498421,23560669.3,23560669.3,23560669.3,23560669.3,1.00E+00,"0
"
d_ss.mat,53,144,6,2,2.716981,81410.07352,0,5.222222,0,158.1677,161.83234,25210.89935,52480.8,39358.87396,26241.9,27830.69529,26241.9,27831.15806,3.05344,0,0,18.348818,1.095791,45,13,2.984296,-1,"4
",d_ss.mat,53,0.009928,40.494719,119.581316,0.747028,39.480595,-75.445625,0.910955,0.53674,1554093398,1554093398,1554093398,1554093398,1.00E+00,"0
"
dw1024.mat,2048,10114,8,3,4.938477,1587.418094,0,11,0,911.694151,921.965205,1,1,26.204396,1,26.196802,0.164913,0.630789,0.450178,0,0,1,1.000094,1056,1025,0.445163,-1,"2048
",dw1024.mat,2048,0.978802,0.945189,0.033613,0.034341,0.946777,-0.440985,0.534225,2.143359,5301.540303,5301.540303,5301.540303,5301.540303,1.00E+00,"0
"
dw256A.mat,512,2480,7,3,4.84375,639.720183,0,5.666667,0,-269.220932,275.810543,3.297134,3.740197,18.375318,3.484694,18.180021,0.820843,2.671921,0.538692,0,0,1,1.000009,272,257,-0.525822,-1,"512
",dw256A.mat,512,-2.299705,-2.307196,0.007491,0.003257,2.268571,0.650753,0.713144,3.545425,37165.05265,37165.05265,37165.05265,37165.05265,1.00E+00,"0
"
dw256B.mat,512,2500,8,3,4.882812,397.238642,0,5.666667,0,355.064643,355.064643,1,1,16.511726,1,16.511395,0.039511,0.104531,0.693486,0,0,1.000003,1.000384,272,257,0.693486,-1,"512
",dw256B.mat,512,0.977909,0.951883,0.026027,0.026615,0.947757,0.346023,0.634904,2.750925,4.504663,4.504663,4.504663,4.504663,3.89E-01,"0
"
dwt_1005.mat,1005,8621,27,4,8.578109,8621,1,324.444444,1,1005,1005,27,27,92.84934,27,92.84934,0,0,1,1,1,1.000018,1.008884,851,851,1,-1,"1005
",dwt_1005.mat,1005,16.40647,18.006661,1.60019,0.097534,11.416079,-0.48735,0.95731,36.948123, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_1007.mat,1007,8575,10,3,8.515392,8575,1,13.5,1,1007,1007,10,10,92.601296,10,92.601296,0,0,1,1,1,1.000005,1.00396,986,986,1,-1,"1007
",dwt_1007.mat,1007,8.915699,8.616434,0.299265,0.033566,8.68369,-1.848739,0.787102,4.660709, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_1242.mat,1242,10426,12,2,8.394525,10426,1,10,1,1242,1242,12,12,102.107786,12,102.107786,0,0,1,1,1,1.000005,1.004811,936,936,1,-1,"1242
",dwt_1242.mat,1242,9.391196,9.687174,0.295978,0.031517,9.010712,-1.694422,0.811955,5.717095, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_162.mat,162,1182,9,2,7.296296,1182,1,6,1,162,162,9,9,34.380227,9,34.380227,0,0,1,1,1,1.000113,1.024231,156,156,1,-1,"162
",dwt_162.mat,162,8.131846,8.195489,0.063643,0.007826,7.253088,-1.877697,0.741118,4.364648, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_193.mat,193,3493,30,8,18.098446,3493,1,23.75,1,193,193,30,30,59.101607,30,59.101607,0,0,1,1,1,1.000207,1.03994,62,62,1,-1,"193
",dwt_193.mat,193,21.104681,21.888744,0.784064,0.037151,13.891808,-1.114135,0.919799,19.646396, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_198.mat,198,1392,12,2,7.030303,1392,1,17,1,198,198,12,12,37.309516,12,37.309516,0,0,1,1,1,1.0001,1.019894,36,36,1,-1,"198
",dwt_198.mat,198,8.242975,8.333211,0.090236,0.010947,6.996499,-0.987738,0.858824,8.436662, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_209.mat,209,1743,17,4,8.339713,1743,1,9.2,1,209,209,17,17,41.749251,17,41.749251,0,0,1,1,1,1.000156,1.023463,184,184,1,-1,"209
",dwt_209.mat,209,10.439692,10.659342,0.21965,0.02104,7.490096,-2.040469,0.727578,5.223968, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_221.mat,221,1629,12,4,7.371041,1629,1,68.857143,1,221,221,12,12,40.360872,12,40.360872,0,0,1,1,1,1.00012,1.03081,187,187,1,-1,"221
",dwt_221.mat,221,8.222841,8.231932,0.009091,0.001106,7.189495,-1.608389,0.776286,5.118123, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_234.mat,234,834,10,2,3.564103,834,1,2,1,234,234,10,10,28.879058,10,28.879058,0,0,1,1,1,1.000054,1.00851,48,48,1,-1,"234
",dwt_234.mat,234,4.583099,4.28202,0.30108,0.065693,4.006519,-2.276625,0.43177,1.880863,1180,1180,1180,1180,9.98E-01,"1
"
dwt_245.mat,245,1461,13,2,5.963265,1461,1,1.5,1,245,245,13,13,38.22303,13,38.22303,0,0,1,1,1,1.000033,1.016126,115,115,1,-1,"245
",dwt_245.mat,245,8.524734,8.70695,0.182216,0.021375,6.658751,-2.00554,0.698811,4.34145, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_2680.mat,2680,25026,19,4,9.33806,25026,1,183.636364,1,2680,2680,19,19,158.196081,19,158.196081,0,0,1,1,1,1.000001,1.004089,2499,2499,1,-1,"2680
",dwt_2680.mat,2680,11.509012,11.737133,0.228121,0.019821,10.337038,-2.717654,0.737095,4.318847, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_307.mat,307,2523,9,6,8.218241,2523,1,3,1,307,307,9,9,50.229473,9,50.229473,0,0,1,1,1,1.000063,1.022354,63,63,1,-1,"307
",dwt_307.mat,307,8.657998,8.637962,0.020036,0.002314,7.932327,18.18334,1.292308,0.475048, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_310.mat,310,2448,11,4,7.896774,2448,1,1.5,1,310,310,11,11,49.477268,11,49.477268,0,0,1,1,1,1.000041,1.012778,28,28,1,-1,"310
",dwt_310.mat,310,8.564631,8.509289,0.055342,0.006462,7.840353,-1.330592,0.830289,6.395115,6723.94695,6723.94695,6631.045093,6723.94695,9.99E-01,"1
"
dwt_346.mat,346,3226,19,2,9.323699,3226,1,9.142857,1,346,346,19,19,56.797887,19,56.797887,0,0,1,1,1,1.000017,1.019879,318,318,1,-1,"346
",dwt_346.mat,346,12.207388,12.657909,0.450521,0.036906,9.514695,-2.031185,0.786521,6.231784, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_361.mat,361,2953,9,4,8.180055,2953,1,7,1,361,361,9,9,54.341513,9,54.341513,0,0,1,1,1,1.000038,1.010988,50,50,1,-1,"361
",dwt_361.mat,361,8.807722,8.395594,0.412128,0.046792,8.194157,-1.740795,0.787556,4.822849,3.22E+17,3.22E+17,3.22E+17,3.22E+17,1.00E+00,"1
"
dwt_419.mat,419,3563,13,6,8.50358,3563,1,4.285714,1,419,419,13,13,59.69087,13,59.69087,0,0,1,1,1,1.000056,1.016467,356,356,1,-1,"419
",dwt_419.mat,419,9.33913,9.335028,0.004102,0.000439,8.927139,-1.779902,0.800619,5.244685, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_492.mat,492,3156,11,3,6.414634,3156,1,4.833333,1,492,492,11,11,56.178288,11,56.178288,0,0,1,1,1,1.000025,1.012071,435,435,1,-1,"492
",dwt_492.mat,492,7.806194,7.705801,0.100393,0.012861,7.206427,-1.615953,0.775762,4.768581, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_503.mat,503,6027,25,4,11.982107,6027,1,29.5,1,503,503,25,25,77.633756,25,77.633756,0,0,1,1,1,1.000046,1.01181,452,452,1,-1,"503
",dwt_503.mat,503,16.96933,17.263628,0.294298,0.017343,13.731607,-0.563625,0.958954,30.629618, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_512.mat,512,3502,15,1,6.839844,3502,1,0,1,512,512,15,15,59.177699,15,59.177699,0,0,1,1,1,1.000015,1.001953,73,73,1,-1,"512
",dwt_512.mat,512,11.384027,11.506284,0.122256,0.010739,8.900818,24.669094,1.771554,0.466425, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_59.mat,59,267,6,2,4.525424,267,1,3.75,1,59,59,6,6,16.340135,6,16.340135,0,0,1,1,1,1.001337,1.06429,25,25,1,-1,"59
",dwt_59.mat,59,4.966416,4.784182,0.182234,0.036693,4.240012,-1.454921,0.656859,3.288277,324.923077,244.153846,324.923077,324.923077,9.90E-01,"1
"
dwt_592.mat,592,5104,15,4,8.621622,5104,1,100.857143,1,592,592,15,15,71.442284,15,71.442284,0,0,1,1,1,1.000011,1.011704,259,259,1,-1,"592
",dwt_592.mat,592,9.871999,10.313106,0.441107,0.044683,8.707433,-2.422188,0.721825,4.257764, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_607.mat,607,5131,14,4,8.453048,5131,1,58,1,607,607,14,14,71.630999,14,71.630999,0,0,1,1,1,1.000011,1.006557,147,147,1,-1,"607
",dwt_607.mat,607,10.055887,10.474999,0.419112,0.041678,8.70379,-2.60385,0.700837,4.022888, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_66.mat,66,320,6,2,4.848485,320,1,0.5,1,66,66,6,6,17.888544,6,17.888544,0,0,1,1,1,1.001077,1.029837,44,44,1,-1,"66
",dwt_66.mat,66,5.003238,4.881963,0.121275,0.024239,4.597958,-0.985783,0.785604,4.952371,288,156,288,312,9.83E-01,"1
"
dwt_72.mat,72,222,5,2,3.083333,222,1,0.5,1,72,72,5,5,14.899664,5,14.899664,0,0,1,1,1,1.00038,1.027387,12,12,1,-1,"72
",dwt_72.mat,72,3.492317,3.552198,0.05988,0.017146,3.016683,-0.861709,0.714352,4.122271, Inf, Inf, Inf, Inf, NaN,"1
"
dwt_758.mat,758,5994,11,4,7.907652,5994,1,2,1,758,758,11,11,77.420927,11,77.420927,0,0,1,1,1,1.000007,1.005256,200,200,1,-1,"758
",dwt_758.mat,758,8.719589,8.424923,0.294667,0.033794,8.266602,-1.918088,0.767971,4.392355, Inf, Inf, Inf, Inf, NaN,"1
"
