@relation 'petsc_data-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R2,4-7,9,11-15,17-20,22-28-weka.filters.unsupervised.attribute.Remove-R2,4'

@attribute ' MinNonzerosPerRow' numeric
@attribute ' lowerBandwidth' numeric
@attribute ' ColumnVariance' numeric
@attribute ' DiagonalAverage' numeric
@attribute ' DiagonalNonZeros' numeric
@attribute solver {89565283,8793455,90197667,49598909,91036839,45869639,45869638,45869637,47942867,89269802,89269803,89269801,89269804,59072883,59072882,59072881,7285381,7285384,59072884,49598911,49598910,49598912,30870721,36025723,36025722,53302993,30870720,64278029,36025724,44526267,8793454,8793456,8793453,17734818,32168839,32168838,57331597,95762352,57331599,57331598,32168837,88865078,88865079,49834417,49834419,49834418,88865076,88865077,11256942,11256943,11256941,42851841,11256944,31459546,17887723,91845162,53362206,95762355,12321508,75830644,57331600,43373444,95762353,43373441,43373442,43373443,91068411,91068410,5890861,85483012,5890863,5890862,18868444,18868441,18868443,18868442,91068408,47942864,47942865,47942866,91068409,8520536,5890860,82456576,29030069,95762354,90783920,99720138,29030071,29030070,29030072,85490469,30870723,30870722,26415435,26415434,26415433,26415432,13323659,45869640,36564233,68908713,7285382,36564232,7285383,75830645,36564234,81986705,29553941,29553943,29553942,69654761,29553944,69654763,69654762,32874609,32168840,90197664,90197665,90197666,69654760,37052870,37052871,19932321,19932323,19932322,19932324,80361466,80361467,80361464,80361465,49834420,1216556,38678404,38678401,38678402,38678403,32874611,32874610,32874612,44114477,44114476,44114479,44114478,36564235,36025721,75830647,75830646,85490471,85490470,85490472,18524981,37052869,37052868}
@attribute class {good,bad}

@data
4,1997,0.005889,0,0,49834420,good
4,1997,0.005889,0,0,1216556,good
4,1997,0.005889,0,0,36564235,good
4,1997,0.005889,0,0,75830647,good
4,1997,0.005889,0,0,75830646,good
4,1997,0.005889,0,0,18524981,good
4,1997,0.005889,0,0,37052869,good
4,1997,0.005889,0,0,37052868,good
2,47,2.55739E15,491568239.6,420,89565283,bad
2,47,2.55739E15,491568239.6,420,91036839,bad
2,47,2.55739E15,491568239.6,420,45869639,bad
2,47,2.55739E15,491568239.6,420,45869638,bad
2,47,2.55739E15,491568239.6,420,45869637,bad
2,47,2.55739E15,491568239.6,420,47942867,bad
2,47,2.55739E15,491568239.6,420,89269802,bad
2,47,2.55739E15,491568239.6,420,89269803,bad
2,47,2.55739E15,491568239.6,420,89269801,bad
2,47,2.55739E15,491568239.6,420,89269804,bad
2,47,2.55739E15,491568239.6,420,30870721,bad
2,47,2.55739E15,491568239.6,420,53302993,bad
2,47,2.55739E15,491568239.6,420,30870720,bad
2,47,2.55739E15,491568239.6,420,64278029,bad
2,47,2.55739E15,491568239.6,420,44526267,bad
2,47,2.55739E15,491568239.6,420,17734818,bad
2,47,2.55739E15,491568239.6,420,95762352,bad
2,47,2.55739E15,491568239.6,420,49834417,bad
2,47,2.55739E15,491568239.6,420,49834419,bad
2,47,2.55739E15,491568239.6,420,49834418,bad
2,47,2.55739E15,491568239.6,420,11256942,bad
2,47,2.55739E15,491568239.6,420,11256943,bad
2,47,2.55739E15,491568239.6,420,11256941,bad
2,47,2.55739E15,491568239.6,420,42851841,bad
2,47,2.55739E15,491568239.6,420,11256944,bad
2,47,2.55739E15,491568239.6,420,31459546,bad
2,47,2.55739E15,491568239.6,420,17887723,bad
2,47,2.55739E15,491568239.6,420,91845162,bad
2,47,2.55739E15,491568239.6,420,53362206,bad
2,47,2.55739E15,491568239.6,420,95762355,bad
2,47,2.55739E15,491568239.6,420,12321508,bad
2,47,2.55739E15,491568239.6,420,75830644,good
2,47,2.55739E15,491568239.6,420,95762353,bad
2,47,2.55739E15,491568239.6,420,85483012,bad
2,47,2.55739E15,491568239.6,420,47942864,bad
2,47,2.55739E15,491568239.6,420,47942865,bad
2,47,2.55739E15,491568239.6,420,47942866,bad
2,47,2.55739E15,491568239.6,420,8520536,bad
2,47,2.55739E15,491568239.6,420,82456576,bad
2,47,2.55739E15,491568239.6,420,95762354,bad
2,47,2.55739E15,491568239.6,420,90783920,bad
2,47,2.55739E15,491568239.6,420,99720138,bad
2,47,2.55739E15,491568239.6,420,30870723,bad
2,47,2.55739E15,491568239.6,420,30870722,bad
2,47,2.55739E15,491568239.6,420,13323659,bad
2,47,2.55739E15,491568239.6,420,45869640,bad
2,47,2.55739E15,491568239.6,420,36564233,bad
2,47,2.55739E15,491568239.6,420,68908713,bad
2,47,2.55739E15,491568239.6,420,36564232,bad
2,47,2.55739E15,491568239.6,420,75830645,bad
2,47,2.55739E15,491568239.6,420,36564234,bad
2,47,2.55739E15,491568239.6,420,81986705,bad
2,47,2.55739E15,491568239.6,420,37052870,bad
2,47,2.55739E15,491568239.6,420,37052871,bad
2,47,2.55739E15,491568239.6,420,80361466,bad
2,47,2.55739E15,491568239.6,420,80361467,bad
2,47,2.55739E15,491568239.6,420,80361464,bad
2,47,2.55739E15,491568239.6,420,80361465,bad
2,47,2.55739E15,491568239.6,420,49834420,bad
2,47,2.55739E15,491568239.6,420,1216556,bad
2,47,2.55739E15,491568239.6,420,36564235,bad
2,47,2.55739E15,491568239.6,420,75830647,good
2,47,2.55739E15,491568239.6,420,75830646,good
2,47,2.55739E15,491568239.6,420,18524981,good
2,47,2.55739E15,491568239.6,420,37052869,bad
2,47,2.55739E15,491568239.6,420,37052868,bad
1,864,0.000238,0.25781,1136,89565283,good
1,864,0.000238,0.25781,1136,91036839,good
1,864,0.000238,0.25781,1136,45869639,good
1,864,0.000238,0.25781,1136,45869638,good
1,864,0.000238,0.25781,1136,45869637,good
1,864,0.000238,0.25781,1136,47942867,good
1,864,0.000238,0.25781,1136,89269802,good
1,864,0.000238,0.25781,1136,89269803,good
1,864,0.000238,0.25781,1136,89269801,good
1,864,0.000238,0.25781,1136,89269804,good
1,864,0.000238,0.25781,1136,30870721,good
1,864,0.000238,0.25781,1136,53302993,good
1,864,0.000238,0.25781,1136,30870720,good
1,864,0.000238,0.25781,1136,64278029,good
1,864,0.000238,0.25781,1136,44526267,good
1,864,0.000238,0.25781,1136,17734818,good
1,864,0.000238,0.25781,1136,95762352,good
1,864,0.000238,0.25781,1136,49834417,good
1,864,0.000238,0.25781,1136,49834419,good
1,864,0.000238,0.25781,1136,49834418,good
1,864,0.000238,0.25781,1136,11256942,good
1,864,0.000238,0.25781,1136,11256943,good
1,864,0.000238,0.25781,1136,11256941,good
1,864,0.000238,0.25781,1136,42851841,good
1,864,0.000238,0.25781,1136,11256944,good
1,864,0.000238,0.25781,1136,31459546,good
1,864,0.000238,0.25781,1136,17887723,good
1,864,0.000238,0.25781,1136,91845162,good
1,864,0.000238,0.25781,1136,53362206,good
1,864,0.000238,0.25781,1136,95762355,good
1,864,0.000238,0.25781,1136,12321508,good
1,864,0.000238,0.25781,1136,75830644,good
1,864,0.000238,0.25781,1136,95762353,good
1,864,0.000238,0.25781,1136,85483012,good
1,864,0.000238,0.25781,1136,47942864,good
1,864,0.000238,0.25781,1136,47942865,good
1,864,0.000238,0.25781,1136,47942866,good
1,864,0.000238,0.25781,1136,8520536,good
1,864,0.000238,0.25781,1136,82456576,good
1,864,0.000238,0.25781,1136,95762354,good
1,864,0.000238,0.25781,1136,90783920,good
1,864,0.000238,0.25781,1136,99720138,good
1,864,0.000238,0.25781,1136,30870723,good
1,864,0.000238,0.25781,1136,30870722,good
1,864,0.000238,0.25781,1136,13323659,good
1,864,0.000238,0.25781,1136,45869640,good
1,864,0.000238,0.25781,1136,36564233,good
1,864,0.000238,0.25781,1136,68908713,good
1,864,0.000238,0.25781,1136,36564232,good
1,864,0.000238,0.25781,1136,75830645,good
1,864,0.000238,0.25781,1136,36564234,good
1,864,0.000238,0.25781,1136,81986705,good
1,864,0.000238,0.25781,1136,37052870,good
1,864,0.000238,0.25781,1136,37052871,good
1,864,0.000238,0.25781,1136,80361466,good
1,864,0.000238,0.25781,1136,80361467,good
1,864,0.000238,0.25781,1136,80361464,good
1,864,0.000238,0.25781,1136,80361465,good
1,864,0.000238,0.25781,1136,49834420,good
1,864,0.000238,0.25781,1136,1216556,good
1,864,0.000238,0.25781,1136,36564235,good
1,864,0.000238,0.25781,1136,75830647,good
1,864,0.000238,0.25781,1136,75830646,good
1,864,0.000238,0.25781,1136,18524981,good
1,864,0.000238,0.25781,1136,37052869,good
1,864,0.000238,0.25781,1136,37052868,good
1,329,92861692.08,30362.00303,366,89565283,good
1,329,92861692.08,30362.00303,366,91036839,good
1,329,92861692.08,30362.00303,366,45869639,good
1,329,92861692.08,30362.00303,366,45869638,good
1,329,92861692.08,30362.00303,366,45869637,good
1,329,92861692.08,30362.00303,366,47942867,good
1,329,92861692.08,30362.00303,366,89269802,good
1,329,92861692.08,30362.00303,366,89269803,good
1,329,92861692.08,30362.00303,366,89269801,good
1,329,92861692.08,30362.00303,366,89269804,good
1,329,92861692.08,30362.00303,366,30870721,good
1,329,92861692.08,30362.00303,366,53302993,good
1,329,92861692.08,30362.00303,366,30870720,good
1,329,92861692.08,30362.00303,366,64278029,good
1,329,92861692.08,30362.00303,366,44526267,good
1,329,92861692.08,30362.00303,366,17734818,good
1,329,92861692.08,30362.00303,366,95762352,good
1,329,92861692.08,30362.00303,366,49834417,good
1,329,92861692.08,30362.00303,366,49834419,good
1,329,92861692.08,30362.00303,366,49834418,good
1,329,92861692.08,30362.00303,366,11256942,good
1,329,92861692.08,30362.00303,366,11256943,good
1,329,92861692.08,30362.00303,366,11256941,good
1,329,92861692.08,30362.00303,366,42851841,good
1,329,92861692.08,30362.00303,366,11256944,good
1,329,92861692.08,30362.00303,366,31459546,good
1,329,92861692.08,30362.00303,366,17887723,good
1,329,92861692.08,30362.00303,366,91845162,good
1,329,92861692.08,30362.00303,366,53362206,good
1,329,92861692.08,30362.00303,366,95762355,good
1,329,92861692.08,30362.00303,366,12321508,good
1,329,92861692.08,30362.00303,366,75830644,good
1,329,92861692.08,30362.00303,366,95762353,good
1,329,92861692.08,30362.00303,366,85483012,good
1,329,92861692.08,30362.00303,366,47942864,good
1,329,92861692.08,30362.00303,366,47942865,good
1,329,92861692.08,30362.00303,366,47942866,good
1,329,92861692.08,30362.00303,366,8520536,good
1,329,92861692.08,30362.00303,366,82456576,good
1,329,92861692.08,30362.00303,366,95762354,good
1,329,92861692.08,30362.00303,366,90783920,good
1,329,92861692.08,30362.00303,366,99720138,good
1,329,92861692.08,30362.00303,366,30870723,good
1,329,92861692.08,30362.00303,366,30870722,good
1,329,92861692.08,30362.00303,366,13323659,good
1,329,92861692.08,30362.00303,366,45869640,good
1,329,92861692.08,30362.00303,366,36564233,good
1,329,92861692.08,30362.00303,366,68908713,good
1,329,92861692.08,30362.00303,366,36564232,good
1,329,92861692.08,30362.00303,366,75830645,good
1,329,92861692.08,30362.00303,366,36564234,good
1,329,92861692.08,30362.00303,366,81986705,good
1,329,92861692.08,30362.00303,366,37052870,good
1,329,92861692.08,30362.00303,366,37052871,good
1,329,92861692.08,30362.00303,366,80361466,good
1,329,92861692.08,30362.00303,366,80361467,good
1,329,92861692.08,30362.00303,366,80361464,good
1,329,92861692.08,30362.00303,366,80361465,good
1,329,92861692.08,30362.00303,366,49834420,good
1,329,92861692.08,30362.00303,366,1216556,good
1,329,92861692.08,30362.00303,366,36564235,good
1,329,92861692.08,30362.00303,366,75830647,good
1,329,92861692.08,30362.00303,366,75830646,good
1,329,92861692.08,30362.00303,366,18524981,good
1,329,92861692.08,30362.00303,366,37052869,good
1,329,92861692.08,30362.00303,366,37052868,good
1,3008,7.36791E17,0.004829,2,89565283,good
1,3008,7.36791E17,0.004829,2,91036839,good
1,3008,7.36791E17,0.004829,2,45869639,good
1,3008,7.36791E17,0.004829,2,45869638,good
1,3008,7.36791E17,0.004829,2,45869637,good
1,3008,7.36791E17,0.004829,2,47942867,good
1,3008,7.36791E17,0.004829,2,89269802,good
1,3008,7.36791E17,0.004829,2,89269803,good
1,3008,7.36791E17,0.004829,2,89269801,good
1,3008,7.36791E17,0.004829,2,89269804,good
1,3008,7.36791E17,0.004829,2,30870721,good
1,3008,7.36791E17,0.004829,2,53302993,good
1,3008,7.36791E17,0.004829,2,30870720,good
1,3008,7.36791E17,0.004829,2,64278029,good
1,3008,7.36791E17,0.004829,2,44526267,good
1,3008,7.36791E17,0.004829,2,17734818,good
1,3008,7.36791E17,0.004829,2,95762352,good
1,3008,7.36791E17,0.004829,2,49834417,good
1,3008,7.36791E17,0.004829,2,49834419,good
1,3008,7.36791E17,0.004829,2,49834418,good
1,3008,7.36791E17,0.004829,2,11256942,good
1,3008,7.36791E17,0.004829,2,11256943,good
1,3008,7.36791E17,0.004829,2,11256941,good
1,3008,7.36791E17,0.004829,2,42851841,good
1,3008,7.36791E17,0.004829,2,11256944,good
1,3008,7.36791E17,0.004829,2,31459546,good
1,3008,7.36791E17,0.004829,2,17887723,good
1,3008,7.36791E17,0.004829,2,91845162,good
1,3008,7.36791E17,0.004829,2,53362206,good
1,3008,7.36791E17,0.004829,2,95762355,good
1,3008,7.36791E17,0.004829,2,12321508,good
1,3008,7.36791E17,0.004829,2,75830644,good
1,3008,7.36791E17,0.004829,2,95762353,good
1,3008,7.36791E17,0.004829,2,85483012,good
1,3008,7.36791E17,0.004829,2,47942864,good
1,3008,7.36791E17,0.004829,2,47942865,good
1,3008,7.36791E17,0.004829,2,47942866,good
1,3008,7.36791E17,0.004829,2,8520536,good
1,3008,7.36791E17,0.004829,2,82456576,good
1,3008,7.36791E17,0.004829,2,95762354,good
1,3008,7.36791E17,0.004829,2,90783920,good
1,3008,7.36791E17,0.004829,2,99720138,good
1,3008,7.36791E17,0.004829,2,30870723,good
1,3008,7.36791E17,0.004829,2,30870722,good
1,3008,7.36791E17,0.004829,2,13323659,good
1,3008,7.36791E17,0.004829,2,45869640,good
1,3008,7.36791E17,0.004829,2,36564233,good
1,3008,7.36791E17,0.004829,2,68908713,good
1,3008,7.36791E17,0.004829,2,36564232,good
1,3008,7.36791E17,0.004829,2,75830645,good
1,3008,7.36791E17,0.004829,2,36564234,good
1,3008,7.36791E17,0.004829,2,81986705,good
1,3008,7.36791E17,0.004829,2,37052870,good
1,3008,7.36791E17,0.004829,2,37052871,good
1,3008,7.36791E17,0.004829,2,80361466,good
1,3008,7.36791E17,0.004829,2,80361467,good
1,3008,7.36791E17,0.004829,2,80361464,good
1,3008,7.36791E17,0.004829,2,80361465,good
1,3008,7.36791E17,0.004829,2,49834420,good
1,3008,7.36791E17,0.004829,2,1216556,good
1,3008,7.36791E17,0.004829,2,36564235,good
1,3008,7.36791E17,0.004829,2,75830647,good
1,3008,7.36791E17,0.004829,2,75830646,good
1,3008,7.36791E17,0.004829,2,18524981,good
1,3008,7.36791E17,0.004829,2,37052869,good
1,3008,7.36791E17,0.004829,2,37052868,good
1,864,0.000606,0.316023,1136,89565283,good
1,864,0.000606,0.316023,1136,91036839,good
1,864,0.000606,0.316023,1136,45869639,good
1,864,0.000606,0.316023,1136,45869638,good
1,864,0.000606,0.316023,1136,45869637,good
1,864,0.000606,0.316023,1136,47942867,good
1,864,0.000606,0.316023,1136,89269802,good
1,864,0.000606,0.316023,1136,89269803,good
1,864,0.000606,0.316023,1136,89269801,good
1,864,0.000606,0.316023,1136,89269804,good
1,864,0.000606,0.316023,1136,30870721,good
1,864,0.000606,0.316023,1136,53302993,good
1,864,0.000606,0.316023,1136,30870720,good
1,864,0.000606,0.316023,1136,64278029,good
1,864,0.000606,0.316023,1136,44526267,good
1,864,0.000606,0.316023,1136,17734818,good
1,864,0.000606,0.316023,1136,95762352,good
1,864,0.000606,0.316023,1136,49834417,good
1,864,0.000606,0.316023,1136,49834419,good
1,864,0.000606,0.316023,1136,49834418,good
1,864,0.000606,0.316023,1136,11256942,good
1,864,0.000606,0.316023,1136,11256943,good
1,864,0.000606,0.316023,1136,11256941,good
1,864,0.000606,0.316023,1136,42851841,good
1,864,0.000606,0.316023,1136,11256944,good
1,864,0.000606,0.316023,1136,31459546,good
1,864,0.000606,0.316023,1136,17887723,good
1,864,0.000606,0.316023,1136,91845162,good
1,864,0.000606,0.316023,1136,53362206,good
1,864,0.000606,0.316023,1136,95762355,good
1,864,0.000606,0.316023,1136,12321508,good
1,864,0.000606,0.316023,1136,75830644,good
1,864,0.000606,0.316023,1136,95762353,good
1,864,0.000606,0.316023,1136,85483012,good
1,864,0.000606,0.316023,1136,47942864,good
1,864,0.000606,0.316023,1136,47942865,good
1,864,0.000606,0.316023,1136,47942866,good
1,864,0.000606,0.316023,1136,8520536,good
1,864,0.000606,0.316023,1136,82456576,good
1,864,0.000606,0.316023,1136,95762354,good
1,864,0.000606,0.316023,1136,90783920,good
1,864,0.000606,0.316023,1136,99720138,good
1,864,0.000606,0.316023,1136,30870723,good
1,864,0.000606,0.316023,1136,30870722,good
1,864,0.000606,0.316023,1136,13323659,good
1,864,0.000606,0.316023,1136,45869640,good
1,864,0.000606,0.316023,1136,36564233,good
1,864,0.000606,0.316023,1136,68908713,good
1,864,0.000606,0.316023,1136,36564232,good
1,864,0.000606,0.316023,1136,75830645,good
1,864,0.000606,0.316023,1136,36564234,good
1,864,0.000606,0.316023,1136,81986705,good
1,864,0.000606,0.316023,1136,37052870,good
1,864,0.000606,0.316023,1136,37052871,good
1,864,0.000606,0.316023,1136,80361466,good
1,864,0.000606,0.316023,1136,80361467,good
1,864,0.000606,0.316023,1136,80361464,good
1,864,0.000606,0.316023,1136,80361465,good
1,864,0.000606,0.316023,1136,49834420,good
1,864,0.000606,0.316023,1136,1216556,good
1,864,0.000606,0.316023,1136,36564235,good
1,864,0.000606,0.316023,1136,75830647,good
1,864,0.000606,0.316023,1136,75830646,good
1,864,0.000606,0.316023,1136,18524981,good
1,864,0.000606,0.316023,1136,37052869,good
1,864,0.000606,0.316023,1136,37052868,good
3,47,0.005674,3.528368,2961,89565283,bad
3,47,0.005674,3.528368,2961,91036839,bad
3,47,0.005674,3.528368,2961,45869639,bad
3,47,0.005674,3.528368,2961,45869638,bad
3,47,0.005674,3.528368,2961,45869637,bad
3,47,0.005674,3.528368,2961,47942867,bad
3,47,0.005674,3.528368,2961,89269802,bad
3,47,0.005674,3.528368,2961,89269803,bad
3,47,0.005674,3.528368,2961,89269801,bad
3,47,0.005674,3.528368,2961,89269804,bad
3,47,0.005674,3.528368,2961,30870721,bad
3,47,0.005674,3.528368,2961,53302993,bad
3,47,0.005674,3.528368,2961,30870720,bad
3,47,0.005674,3.528368,2961,64278029,bad
3,47,0.005674,3.528368,2961,44526267,bad
3,47,0.005674,3.528368,2961,17734818,bad
3,47,0.005674,3.528368,2961,95762352,bad
3,47,0.005674,3.528368,2961,49834417,bad
3,47,0.005674,3.528368,2961,49834419,bad
3,47,0.005674,3.528368,2961,49834418,bad
3,47,0.005674,3.528368,2961,11256942,bad
3,47,0.005674,3.528368,2961,11256943,bad
3,47,0.005674,3.528368,2961,11256941,bad
3,47,0.005674,3.528368,2961,42851841,bad
3,47,0.005674,3.528368,2961,11256944,bad
3,47,0.005674,3.528368,2961,31459546,bad
3,47,0.005674,3.528368,2961,17887723,bad
3,47,0.005674,3.528368,2961,91845162,bad
3,47,0.005674,3.528368,2961,53362206,bad
3,47,0.005674,3.528368,2961,95762355,bad
3,47,0.005674,3.528368,2961,12321508,bad
3,47,0.005674,3.528368,2961,75830644,bad
3,47,0.005674,3.528368,2961,95762353,bad
3,47,0.005674,3.528368,2961,85483012,bad
3,47,0.005674,3.528368,2961,47942864,bad
3,47,0.005674,3.528368,2961,47942865,bad
3,47,0.005674,3.528368,2961,47942866,bad
3,47,0.005674,3.528368,2961,8520536,bad
3,47,0.005674,3.528368,2961,82456576,bad
3,47,0.005674,3.528368,2961,95762354,bad
3,47,0.005674,3.528368,2961,90783920,bad
3,47,0.005674,3.528368,2961,99720138,bad
3,47,0.005674,3.528368,2961,30870723,bad
3,47,0.005674,3.528368,2961,30870722,bad
3,47,0.005674,3.528368,2961,13323659,bad
3,47,0.005674,3.528368,2961,45869640,bad
3,47,0.005674,3.528368,2961,36564233,bad
3,47,0.005674,3.528368,2961,68908713,bad
3,47,0.005674,3.528368,2961,36564232,bad
3,47,0.005674,3.528368,2961,75830645,bad
3,47,0.005674,3.528368,2961,36564234,bad
3,47,0.005674,3.528368,2961,81986705,bad
3,47,0.005674,3.528368,2961,37052870,bad
3,47,0.005674,3.528368,2961,37052871,bad
3,47,0.005674,3.528368,2961,80361466,bad
3,47,0.005674,3.528368,2961,80361467,bad
3,47,0.005674,3.528368,2961,80361464,bad
3,47,0.005674,3.528368,2961,80361465,bad
3,47,0.005674,3.528368,2961,49834420,bad
3,47,0.005674,3.528368,2961,1216556,bad
3,47,0.005674,3.528368,2961,36564235,bad
3,47,0.005674,3.528368,2961,75830647,bad
3,47,0.005674,3.528368,2961,75830646,bad
3,47,0.005674,3.528368,2961,18524981,good
3,47,0.005674,3.528368,2961,37052869,bad
3,47,0.005674,3.528368,2961,37052868,bad
7,327,0.013662,4.112334,3363,89565283,bad
7,327,0.013662,4.112334,3363,91036839,bad
7,327,0.013662,4.112334,3363,45869639,bad
7,327,0.013662,4.112334,3363,45869638,bad
7,327,0.013662,4.112334,3363,45869637,bad
7,327,0.013662,4.112334,3363,47942867,bad
7,327,0.013662,4.112334,3363,89269802,bad
7,327,0.013662,4.112334,3363,89269803,bad
7,327,0.013662,4.112334,3363,89269801,bad
7,327,0.013662,4.112334,3363,89269804,bad
7,327,0.013662,4.112334,3363,30870721,bad
7,327,0.013662,4.112334,3363,53302993,bad
7,327,0.013662,4.112334,3363,30870720,bad
7,327,0.013662,4.112334,3363,64278029,bad
7,327,0.013662,4.112334,3363,44526267,bad
7,327,0.013662,4.112334,3363,17734818,bad
7,327,0.013662,4.112334,3363,95762352,bad
7,327,0.013662,4.112334,3363,49834417,bad
7,327,0.013662,4.112334,3363,49834419,bad
7,327,0.013662,4.112334,3363,49834418,bad
7,327,0.013662,4.112334,3363,11256942,bad
7,327,0.013662,4.112334,3363,11256943,bad
7,327,0.013662,4.112334,3363,11256941,bad
7,327,0.013662,4.112334,3363,42851841,bad
7,327,0.013662,4.112334,3363,11256944,bad
7,327,0.013662,4.112334,3363,31459546,bad
7,327,0.013662,4.112334,3363,17887723,bad
7,327,0.013662,4.112334,3363,91845162,bad
7,327,0.013662,4.112334,3363,53362206,bad
7,327,0.013662,4.112334,3363,95762355,bad
7,327,0.013662,4.112334,3363,12321508,bad
7,327,0.013662,4.112334,3363,75830644,bad
7,327,0.013662,4.112334,3363,95762353,bad
7,327,0.013662,4.112334,3363,85483012,bad
7,327,0.013662,4.112334,3363,47942864,bad
7,327,0.013662,4.112334,3363,47942865,bad
7,327,0.013662,4.112334,3363,47942866,bad
7,327,0.013662,4.112334,3363,8520536,bad
7,327,0.013662,4.112334,3363,82456576,bad
7,327,0.013662,4.112334,3363,95762354,bad
7,327,0.013662,4.112334,3363,90783920,bad
7,327,0.013662,4.112334,3363,99720138,bad
7,327,0.013662,4.112334,3363,30870723,bad
7,327,0.013662,4.112334,3363,30870722,bad
7,327,0.013662,4.112334,3363,13323659,bad
7,327,0.013662,4.112334,3363,45869640,bad
7,327,0.013662,4.112334,3363,36564233,bad
7,327,0.013662,4.112334,3363,68908713,bad
7,327,0.013662,4.112334,3363,36564232,bad
7,327,0.013662,4.112334,3363,75830645,bad
7,327,0.013662,4.112334,3363,36564234,bad
7,327,0.013662,4.112334,3363,81986705,bad
7,327,0.013662,4.112334,3363,37052870,bad
7,327,0.013662,4.112334,3363,37052871,bad
7,327,0.013662,4.112334,3363,80361466,bad
7,327,0.013662,4.112334,3363,80361467,bad
7,327,0.013662,4.112334,3363,80361464,bad
7,327,0.013662,4.112334,3363,80361465,bad
7,327,0.013662,4.112334,3363,49834420,bad
7,327,0.013662,4.112334,3363,1216556,bad
7,327,0.013662,4.112334,3363,36564235,bad
7,327,0.013662,4.112334,3363,75830647,good
7,327,0.013662,4.112334,3363,75830646,bad
7,327,0.013662,4.112334,3363,18524981,bad
7,327,0.013662,4.112334,3363,37052869,bad
7,327,0.013662,4.112334,3363,37052868,bad
15,56,635.287294,469.635916,1224,89565283,bad
15,56,635.287294,469.635916,1224,91036839,bad
15,56,635.287294,469.635916,1224,45869639,bad
15,56,635.287294,469.635916,1224,45869638,bad
15,56,635.287294,469.635916,1224,45869637,bad
15,56,635.287294,469.635916,1224,47942867,bad
15,56,635.287294,469.635916,1224,89269802,bad
15,56,635.287294,469.635916,1224,89269803,bad
15,56,635.287294,469.635916,1224,89269801,bad
15,56,635.287294,469.635916,1224,89269804,bad
15,56,635.287294,469.635916,1224,30870721,bad
15,56,635.287294,469.635916,1224,53302993,bad
15,56,635.287294,469.635916,1224,30870720,bad
15,56,635.287294,469.635916,1224,64278029,bad
15,56,635.287294,469.635916,1224,44526267,bad
15,56,635.287294,469.635916,1224,17734818,bad
15,56,635.287294,469.635916,1224,95762352,bad
15,56,635.287294,469.635916,1224,49834417,bad
15,56,635.287294,469.635916,1224,49834419,bad
15,56,635.287294,469.635916,1224,49834418,bad
15,56,635.287294,469.635916,1224,11256942,bad
15,56,635.287294,469.635916,1224,11256943,bad
15,56,635.287294,469.635916,1224,11256941,bad
15,56,635.287294,469.635916,1224,42851841,bad
15,56,635.287294,469.635916,1224,11256944,bad
15,56,635.287294,469.635916,1224,31459546,bad
15,56,635.287294,469.635916,1224,17887723,bad
15,56,635.287294,469.635916,1224,91845162,bad
15,56,635.287294,469.635916,1224,53362206,bad
15,56,635.287294,469.635916,1224,95762355,bad
15,56,635.287294,469.635916,1224,12321508,bad
15,56,635.287294,469.635916,1224,75830644,bad
15,56,635.287294,469.635916,1224,95762353,bad
15,56,635.287294,469.635916,1224,85483012,bad
15,56,635.287294,469.635916,1224,47942864,bad
15,56,635.287294,469.635916,1224,47942865,bad
15,56,635.287294,469.635916,1224,47942866,bad
15,56,635.287294,469.635916,1224,8520536,bad
15,56,635.287294,469.635916,1224,82456576,bad
15,56,635.287294,469.635916,1224,95762354,bad
15,56,635.287294,469.635916,1224,90783920,bad
15,56,635.287294,469.635916,1224,99720138,bad
15,56,635.287294,469.635916,1224,30870723,bad
15,56,635.287294,469.635916,1224,30870722,bad
15,56,635.287294,469.635916,1224,13323659,bad
15,56,635.287294,469.635916,1224,45869640,bad
15,56,635.287294,469.635916,1224,36564233,bad
15,56,635.287294,469.635916,1224,68908713,bad
15,56,635.287294,469.635916,1224,36564232,bad
15,56,635.287294,469.635916,1224,75830645,bad
15,56,635.287294,469.635916,1224,36564234,bad
15,56,635.287294,469.635916,1224,81986705,bad
15,56,635.287294,469.635916,1224,37052870,bad
15,56,635.287294,469.635916,1224,37052871,bad
15,56,635.287294,469.635916,1224,80361466,bad
15,56,635.287294,469.635916,1224,80361467,bad
15,56,635.287294,469.635916,1224,80361464,bad
15,56,635.287294,469.635916,1224,80361465,bad
15,56,635.287294,469.635916,1224,49834420,bad
15,56,635.287294,469.635916,1224,1216556,bad
15,56,635.287294,469.635916,1224,36564235,bad
15,56,635.287294,469.635916,1224,75830647,bad
15,56,635.287294,469.635916,1224,75830646,good
15,56,635.287294,469.635916,1224,18524981,good
15,56,635.287294,469.635916,1224,37052869,bad
15,56,635.287294,469.635916,1224,37052868,bad
1,363,64.081422,0.000001,1,89565283,good
1,363,64.081422,0.000001,1,91036839,good
1,363,64.081422,0.000001,1,45869639,good
1,363,64.081422,0.000001,1,45869638,good
1,363,64.081422,0.000001,1,45869637,good
1,363,64.081422,0.000001,1,47942867,good
1,363,64.081422,0.000001,1,89269802,good
1,363,64.081422,0.000001,1,89269803,good
1,363,64.081422,0.000001,1,89269801,good
1,363,64.081422,0.000001,1,89269804,good
1,363,64.081422,0.000001,1,30870721,good
1,363,64.081422,0.000001,1,53302993,good
