' MinNonzerosPerRow',' NonZeroPatternSymmetryV1',' lowerBandwidth',' InfinityNorm',' ColumnVariance',' DiagonalMean','DiagonalNonZeros ',' DiagonalAverage',solver,class
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,17734818,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,95762352,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,49834417,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,49834419,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,49834418,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,11256942,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,11256943,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,11256941,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,42851841,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,11256944,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,31459546,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,17887723,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,91845162,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,53362206,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,95762355,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,12321508,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,75830644,good
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,95762353,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,85483012,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,47942864,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,47942865,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,47942866,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,8520536,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,82456576,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,95762354,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,90783920,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,99720138,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,30870723,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,30870722,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,13323659,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,45869640,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,36564233,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,68908713,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,36564232,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,75830645,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,36564234,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,81986705,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,37052870,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,37052871,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,80361466,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,80361467,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,80361464,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,80361465,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,49834420,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,1216556,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,36564235,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,75830647,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,75830646,good
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,18524981,good
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,37052869,bad
4,1,7,212000000000,3.61E17,8319242829,112,8319242829,37052868,bad
1,0,1763,1.644653,1,0.002525,1801,0.002525,89565283,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,91036839,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,45869639,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,45869638,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,45869637,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,47942867,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,89269802,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,89269803,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,89269801,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,89269804,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,30870721,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,53302993,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,30870720,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,64278029,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,44526267,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,17734818,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,95762352,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,49834417,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,49834419,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,49834418,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,11256942,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,11256943,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,11256941,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,42851841,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,11256944,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,31459546,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,17887723,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,91845162,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,53362206,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,95762355,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,12321508,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,75830644,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,95762353,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,85483012,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,47942864,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,47942865,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,47942866,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,8520536,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,82456576,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,95762354,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,90783920,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,99720138,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,30870723,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,30870722,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,13323659,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,45869640,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,36564233,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,68908713,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,36564232,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,75830645,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,36564234,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,81986705,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,37052870,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,37052871,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,80361466,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,80361467,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,80361464,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,80361465,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,49834420,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,1216556,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,36564235,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,75830647,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,75830646,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,18524981,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,37052869,good
1,0,1763,1.644653,1,0.002525,1801,0.002525,37052868,good
4,1,1997,249,1.018497,0,0,0,89565283,good
4,1,1997,249,1.018497,0,0,0,91036839,good
4,1,1997,249,1.018497,0,0,0,45869639,good
4,1,1997,249,1.018497,0,0,0,45869638,good
4,1,1997,249,1.018497,0,0,0,45869637,good
4,1,1997,249,1.018497,0,0,0,47942867,good
4,1,1997,249,1.018497,0,0,0,89269802,good
4,1,1997,249,1.018497,0,0,0,89269803,good
4,1,1997,249,1.018497,0,0,0,89269801,good
4,1,1997,249,1.018497,0,0,0,89269804,good
4,1,1997,249,1.018497,0,0,0,30870721,good
4,1,1997,249,1.018497,0,0,0,53302993,good
4,1,1997,249,1.018497,0,0,0,30870720,good
4,1,1997,249,1.018497,0,0,0,64278029,good
4,1,1997,249,1.018497,0,0,0,44526267,good
4,1,1997,249,1.018497,0,0,0,17734818,good
4,1,1997,249,1.018497,0,0,0,95762352,good
4,1,1997,249,1.018497,0,0,0,49834417,good
4,1,1997,249,1.018497,0,0,0,49834419,good
4,1,1997,249,1.018497,0,0,0,49834418,good
4,1,1997,249,1.018497,0,0,0,11256942,good
4,1,1997,249,1.018497,0,0,0,11256943,good
4,1,1997,249,1.018497,0,0,0,11256941,good
4,1,1997,249,1.018497,0,0,0,42851841,good
4,1,1997,249,1.018497,0,0,0,11256944,good
4,1,1997,249,1.018497,0,0,0,31459546,good
4,1,1997,249,1.018497,0,0,0,17887723,good
4,1,1997,249,1.018497,0,0,0,91845162,good
4,1,1997,249,1.018497,0,0,0,53362206,good
4,1,1997,249,1.018497,0,0,0,95762355,good
4,1,1997,249,1.018497,0,0,0,12321508,good
4,1,1997,249,1.018497,0,0,0,75830644,good
4,1,1997,249,1.018497,0,0,0,95762353,good
4,1,1997,249,1.018497,0,0,0,85483012,good
4,1,1997,249,1.018497,0,0,0,47942864,good
4,1,1997,249,1.018497,0,0,0,47942865,good
4,1,1997,249,1.018497,0,0,0,47942866,good
4,1,1997,249,1.018497,0,0,0,8520536,good
4,1,1997,249,1.018497,0,0,0,82456576,good
4,1,1997,249,1.018497,0,0,0,95762354,good
4,1,1997,249,1.018497,0,0,0,90783920,good
4,1,1997,249,1.018497,0,0,0,99720138,good
4,1,1997,249,1.018497,0,0,0,30870723,good
4,1,1997,249,1.018497,0,0,0,30870722,good
4,1,1997,249,1.018497,0,0,0,13323659,good
4,1,1997,249,1.018497,0,0,0,45869640,good
4,1,1997,249,1.018497,0,0,0,36564233,good
4,1,1997,249,1.018497,0,0,0,68908713,good
4,1,1997,249,1.018497,0,0,0,36564232,good
4,1,1997,249,1.018497,0,0,0,75830645,good
4,1,1997,249,1.018497,0,0,0,36564234,good
4,1,1997,249,1.018497,0,0,0,81986705,good
4,1,1997,249,1.018497,0,0,0,37052870,good
4,1,1997,249,1.018497,0,0,0,37052871,good
4,1,1997,249,1.018497,0,0,0,80361466,good
4,1,1997,249,1.018497,0,0,0,80361467,good
4,1,1997,249,1.018497,0,0,0,80361464,good
4,1,1997,249,1.018497,0,0,0,80361465,good
4,1,1997,249,1.018497,0,0,0,49834420,good
4,1,1997,249,1.018497,0,0,0,1216556,good
4,1,1997,249,1.018497,0,0,0,36564235,good
4,1,1997,249,1.018497,0,0,0,75830647,good
4,1,1997,249,1.018497,0,0,0,75830646,good
4,1,1997,249,1.018497,0,0,0,18524981,good
4,1,1997,249,1.018497,0,0,0,37052869,good
4,1,1997,249,1.018497,0,0,0,37052868,good
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,89565283,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,91036839,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,45869639,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,45869638,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,45869637,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,47942867,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,89269802,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,89269803,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,89269801,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,89269804,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,30870721,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,53302993,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,30870720,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,64278029,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,44526267,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,17734818,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,95762352,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,49834417,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,49834419,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,49834418,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,11256942,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,11256943,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,11256941,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,42851841,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,11256944,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,31459546,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,17887723,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,91845162,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,53362206,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,95762355,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,12321508,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,75830644,good
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,95762353,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,85483012,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,47942864,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,47942865,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,47942866,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,8520536,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,82456576,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,95762354,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,90783920,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,99720138,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,30870723,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,30870722,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,13323659,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,45869640,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,36564233,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,68908713,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,36564232,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,75830645,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,36564234,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,81986705,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,37052870,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,37052871,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,80361466,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,80361467,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,80361464,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,80361465,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,49834420,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,1216556,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,36564235,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,75830647,good
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,75830646,good
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,18524981,good
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,37052869,bad
2,1,47,4295243407,3.18E15,491568239.6,420,491568239.6,37052868,bad
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,89565283,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,91036839,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,45869639,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,45869638,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,45869637,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,47942867,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,89269802,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,89269803,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,89269801,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,89269804,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,30870721,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,53302993,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,30870720,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,64278029,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,44526267,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,17734818,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,95762352,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,49834417,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,49834419,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,49834418,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,11256942,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,11256943,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,11256941,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,42851841,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,11256944,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,31459546,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,17887723,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,91845162,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,53362206,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,95762355,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,12321508,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,75830644,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,95762353,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,85483012,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,47942864,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,47942865,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,47942866,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,8520536,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,82456576,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,95762354,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,90783920,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,99720138,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,30870723,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,30870722,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,13323659,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,45869640,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,36564233,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,68908713,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,36564232,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,75830645,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,36564234,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,81986705,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,37052870,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,37052871,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,80361466,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,80361467,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,80361464,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,80361465,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,49834420,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,1216556,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,36564235,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,75830647,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,75830646,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,18524981,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,37052869,good
1,0,864,5.727273,1.000163,0.25781,1136,0.25781,37052868,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,89565283,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,91036839,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,45869639,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,45869638,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,45869637,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,47942867,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,89269802,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,89269803,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,89269801,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,89269804,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,30870721,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,53302993,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,30870720,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,64278029,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,44526267,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,17734818,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,95762352,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,49834417,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,49834419,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,49834418,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,11256942,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,11256943,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,11256941,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,42851841,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,11256944,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,31459546,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,17887723,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,91845162,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,53362206,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,95762355,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,12321508,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,75830644,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,95762353,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,85483012,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,47942864,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,47942865,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,47942866,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,8520536,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,82456576,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,95762354,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,90783920,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,99720138,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,30870723,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,30870722,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,13323659,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,45869640,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,36564233,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,68908713,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,36564232,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,75830645,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,36564234,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,81986705,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,37052870,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,37052871,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,80361466,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,80361467,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,80361464,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,80361465,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,49834420,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,1216556,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,36564235,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,75830647,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,75830646,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,18524981,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,37052869,good
1,0,329,2004013.149,1.326076,30362.00303,366,30362.00303,37052868,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,89565283,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,91036839,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,45869639,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,45869638,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,45869637,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,47942867,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,89269802,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,89269803,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,89269801,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,89269804,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,30870721,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,53302993,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,30870720,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,64278029,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,44526267,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,17734818,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,95762352,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,49834417,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,49834419,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,49834418,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,11256942,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,11256943,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,11256941,good
1,0,3008,1920000000000,1.000306,-0.004829,2,0.004829,42851841,good
